season,round,race_date,race_name,circuit_id,driver_id,driver_code,constructor_id,driver_career_starts_before,driver_career_wins_before,driver_career_points_before,driver_career_dnf_rate_before,driver_season_points_before,driver_season_wins_before,driver_season_position_before,driver_season_dnf_rate_before,driver_avg_finish_last_3,driver_avg_finish_last_5,driver_avg_finish_last_10,driver_win_rate_last_3,driver_win_rate_last_5,driver_win_rate_last_10,driver_dnf_rate_last_3,driver_dnf_rate_last_5,driver_dnf_rate_last_10,driver_circuit_starts_before,driver_circuit_wins_before,driver_circuit_avg_finish_before,driver_circuit_dnf_rate_before,constructor_career_starts_before,constructor_career_wins_before,constructor_career_points_before,constructor_avg_finish_last_3,constructor_avg_finish_last_5,constructor_win_rate_last_3,constructor_win_rate_last_5,constructor_season_points_before,constructor_season_wins_before,constructor_season_position_before,qualifying_position,gap_to_pole_sec,driver_vs_teammate_q_gap_sec,team_best_qualifying_pos,qualifying_session_numeric,driver_avg_qualifying_last_3,driver_avg_qualifying_last_5,driver_avg_q_gap_to_pole_last_3,driver_avg_q_gap_to_pole_last_5,driver_season_avg_qualifying_before,won
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,bottas,BOT,mercedes,1,0.0,4.0,0.0,4.0,0.0,8,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,22.0,5.0,5.0,0.0,0.0,22.0,0.0,2,3.0,0.16599999999999682,0.0,3.0,3.0,10.0,10.0,0.9249999999999972,0.9249999999999972,10.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,brendon_hartley,HAR,toro_rosso,1,0.0,0.0,0.0,0.0,0.0,11,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,9,11.0,2.1470000000000056,0.7759999999999962,6.0,2.0,16.0,16.0,3.367999999999995,3.367999999999995,16.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,ericsson,ERI,sauber,1,0.0,0.0,1.0,0.0,0.0,12,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,,,1,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,8,17.0,3.105000000000004,0.0,17.0,1.0,17.0,17.0,3.391999999999996,3.391999999999996,17.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,gasly,GAS,toro_rosso,1,0.0,0.0,1.0,0.0,0.0,13,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,,,1,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,9,6.0,1.3710000000000093,0.0,6.0,3.0,20.0,20.0,4.131,4.131,20.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,grosjean,GRO,haas,1,0.0,0.0,1.0,0.0,0.0,14,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,,,1,0.0,0.0,,,0.0,0.0,0.0,0.0,7,16.0,2.5720000000000027,1.171999999999997,7.0,1.0,7.0,7.0,2.174999999999997,2.174999999999997,7.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,hamilton,HAM,mercedes,1,0.0,18.0,0.0,18.0,0.0,2,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,22.0,5.0,5.0,0.0,0.0,22.0,0.0,2,4.0,0.26200000000000045,0.09600000000000364,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,hulkenberg,HUL,renault,1,0.0,6.0,0.0,6.0,0.0,7,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,7.0,8.5,8.5,0.0,0.0,7.0,0.0,5,8.0,1.2289999999999992,0.0,8.0,3.0,8.0,8.0,2.367999999999995,2.367999999999995,8.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,kevin_magnussen,MAG,haas,1,0.0,0.0,1.0,0.0,0.0,15,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,,,1,0.0,0.0,,,0.0,0.0,0.0,0.0,7,7.0,1.4000000000000057,0.0,7.0,3.0,6.0,6.0,2.022999999999996,2.022999999999996,6.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,leclerc,LEC,sauber,1,0.0,0.0,0.0,0.0,0.0,16,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,8,19.0,3.4620000000000033,0.3569999999999993,17.0,1.0,18.0,18.0,3.471999999999994,3.471999999999994,18.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,max_verstappen,VER,red_bull,1,0.0,8.0,0.0,8.0,0.0,6,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,20.0,5.0,5.0,0.0,0.0,20.0,0.0,3,15.0,1.4159999999999968,0.9759999999999991,5.0,1.0,4.0,4.0,0.7150000000000034,0.7150000000000034,4.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,ocon,OCO,force_india,1,0.0,0.0,0.0,0.0,0.0,17,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,0.0,11.5,11.5,0.0,0.0,0.0,0.0,6,9.0,1.9159999999999968,0.0,9.0,3.0,15.0,15.0,3.3389999999999986,3.3389999999999986,15.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,perez,PER,force_india,1,0.0,0.0,0.0,0.0,0.0,18,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,0.0,11.5,11.5,0.0,0.0,0.0,0.0,6,12.0,2.1980000000000075,0.2820000000000107,9.0,2.0,13.0,13.0,2.840999999999994,2.840999999999994,13.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,raikkonen,RAI,ferrari,1,0.0,15.0,0.0,15.0,0.0,3,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,1.0,40.0,2.0,2.0,1.0,1.0,40.0,1.0,1,2.0,0.14300000000000068,0.14300000000000068,1.0,3.0,2.0,2.0,0.6640000000000015,0.6640000000000015,2.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,ricciardo,RIC,red_bull,1,0.0,12.0,0.0,12.0,0.0,4,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,20.0,5.0,5.0,0.0,0.0,20.0,0.0,3,5.0,0.4399999999999977,0.0,5.0,3.0,5.0,5.0,0.9879999999999995,0.9879999999999995,5.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,sainz,SAI,renault,1,0.0,1.0,0.0,1.0,0.0,10,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,7.0,8.5,8.5,0.0,0.0,7.0,0.0,5,10.0,1.843999999999994,0.6149999999999949,8.0,3.0,9.0,9.0,1.8970000000000056,1.8970000000000056,9.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,sirotkin,SIR,williams,1,0.0,0.0,1.0,0.0,0.0,19,1.0,,,,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,,,1,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,10,18.0,3.456000000000003,0.0,18.0,1.0,19.0,19.0,3.7579999999999956,3.7579999999999956,19.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,stroll,STR,williams,1,0.0,0.0,0.0,0.0,0.0,20,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,10,20.0,3.5450000000000017,0.08899999999999864,18.0,1.0,14.0,14.0,3.0660000000000025,3.0660000000000025,14.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,vandoorne,VAN,mclaren,1,0.0,2.0,0.0,2.0,0.0,9,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1,0.0,12.0,7.0,7.0,0.0,0.0,12.0,0.0,4,14.0,2.521000000000001,0.2669999999999959,13.0,2.0,12.0,12.0,2.689000000000007,2.689000000000007,12.0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,vettel,VET,ferrari,1,1.0,25.0,0.0,25.0,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,,,1,1.0,40.0,2.0,2.0,1.0,1.0,40.0,1.0,1,1.0,0.0,0.0,1.0,3.0,3.0,3.0,0.6739999999999924,0.6739999999999924,3.0,1
2018,3,2018-04-15,Chinese Grand Prix,shanghai,alonso,ALO,mclaren,2,0.0,16.0,0.0,16.0,0.0,4,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,22.0,7.25,7.25,0.0,0.0,22.0,0.0,3,13.0,2.1370000000000005,0.0,13.0,2.0,12.0,12.0,2.343500000000006,2.343500000000006,12.0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,bottas,BOT,mercedes,2,0.0,22.0,0.0,22.0,0.0,3,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,55.0,3.75,3.75,0.0,0.0,55.0,0.0,2,3.0,0.5300000000000011,0.0,3.0,3.0,6.5,6.5,0.545499999999997,0.545499999999997,6.5,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,brendon_hartley,HAR,toro_rosso,2,0.0,0.0,0.0,0.0,0.0,15,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,12.0,12.75,12.75,0.0,0.0,12.0,0.0,6,15.0,2.700000000000003,0.0,15.0,2.0,13.5,13.5,2.7575000000000003,2.7575000000000003,13.5,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,ericsson,ERI,sauber,2,0.0,2.0,0.5,2.0,0.0,12,0.5,9.0,9.0,9.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,,,2,0.0,2.0,11.75,11.75,0.0,0.0,2.0,0.0,8,20.0,3.8190000000000026,0.45999999999999375,19.0,1.0,17.0,17.0,3.2485,3.2485,17.0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,gasly,GAS,toro_rosso,2,0.0,12.0,0.5,12.0,0.0,7,0.5,4.0,4.0,4.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,,,2,0.0,12.0,12.75,12.75,0.0,0.0,12.0,0.0,6,17.0,3.0060000000000002,0.3059999999999974,15.0,1.0,13.0,13.0,2.7510000000000048,2.7510000000000048,13.0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,grosjean,GRO,haas,2,0.0,0.0,0.5,0.0,0.0,16,0.5,13.0,13.0,13.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,,,2,0.0,10.0,9.0,9.0,0.0,0.0,10.0,0.0,7,10.0,1.429000000000002,0.0,10.0,3.0,11.5,11.5,2.3735,2.3735,11.5,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,hamilton,HAM,mercedes,2,0.0,33.0,0.0,33.0,0.0,2,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,55.0,3.75,3.75,0.0,0.0,55.0,0.0,2,4.0,0.5799999999999983,0.04999999999999716,3.0,3.0,2.5,2.5,0.13100000000000023,0.13100000000000023,2.5,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,hulkenberg,HUL,renault,2,0.0,14.0,0.0,14.0,0.0,6,0.0,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,15.0,8.5,8.5,0.0,0.0,15.0,0.0,5,7.0,1.399000000000001,0.0,7.0,3.0,8.0,8.0,1.798499999999997,1.798499999999997,8.0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,kevin_magnussen,MAG,haas,2,0.0,10.0,0.5,10.0,0.0,9,0.5,5.0,5.0,5.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,,,2,0.0,10.0,9.0,9.0,0.0,0.0,10.0,0.0,7,11.0,1.8909999999999911,0.4619999999999891,10.0,2.0,6.5,6.5,1.711500000000001,1.711500000000001,6.5,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,leclerc,LEC,sauber,2,0.0,0.0,0.0,0.0,0.0,17,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,2.0,11.75,11.75,0.0,0.0,2.0,0.0,8,19.0,3.359000000000009,0.0,19.0,1.0,18.5,18.5,3.4669999999999987,3.4669999999999987,18.5,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,max_verstappen,VER,red_bull,2,0.0,8.0,0.5,8.0,0.0,10,0.5,6.0,6.0,6.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,,,2,0.0,20.0,5.0,5.0,0.0,0.0,20.0,0.0,4,5.0,0.7009999999999934,0.0,5.0,3.0,9.5,9.5,1.0655000000000001,1.0655000000000001,9.5,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,ocon,OCO,force_india,2,0.0,1.0,0.0,1.0,0.0,13,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,1.0,12.25,12.25,0.0,0.0,1.0,0.0,9,12.0,1.9620000000000033,0.2989999999999924,8.0,2.0,12.0,12.0,2.6274999999999977,2.6274999999999977,12.0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,perez,PER,force_india,2,0.0,0.0,0.0,0.0,0.0,18,0.0,13.5,13.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,1.0,12.25,12.25,0.0,0.0,1.0,0.0,9,8.0,1.663000000000011,0.0,8.0,3.0,12.5,12.5,2.5195000000000007,2.5195000000000007,12.5,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,raikkonen,RAI,ferrari,2,0.0,15.0,0.5,15.0,0.0,5,0.5,3.0,3.0,3.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,,,2,2.0,65.0,1.5,1.5,1.0,1.0,65.0,2.0,1,2.0,0.0870000000000033,0.0870000000000033,1.0,3.0,2.0,2.0,0.4035000000000011,0.4035000000000011,2.0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,ricciardo,RIC,red_bull,2,0.0,12.0,0.5,12.0,0.0,8,0.5,4.0,4.0,4.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,,,2,0.0,20.0,5.0,5.0,0.0,0.0,20.0,0.0,4,6.0,0.8530000000000086,0.15200000000001523,5.0,3.0,5.0,5.0,0.7139999999999986,0.7139999999999986,5.0,1
2018,3,2018-04-15,Chinese Grand Prix,shanghai,sainz,SAI,renault,2,0.0,1.0,0.0,1.0,0.0,14,0.0,10.5,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,15.0,8.5,8.5,0.0,0.0,15.0,0.0,5,9.0,1.7240000000000038,0.32500000000000284,7.0,3.0,9.5,9.5,1.8704999999999998,1.8704999999999998,9.5,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,sirotkin,SIR,williams,2,0.0,0.0,0.5,0.0,0.0,19,0.5,15.0,15.0,15.0,0.0,0.0,0.0,0.5,0.5,0.5,0,0.0,,,2,0.0,0.0,14.25,14.25,0.0,0.0,0.0,0.0,10,16.0,2.9669999999999987,0.0,16.0,1.0,18.5,18.5,3.6069999999999993,3.6069999999999993,18.5,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,stroll,STR,williams,2,0.0,0.0,0.0,0.0,0.0,20,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,0.0,14.25,14.25,0.0,0.0,0.0,0.0,10,18.0,3.1899999999999977,0.22299999999999898,16.0,1.0,17.0,17.0,3.305500000000002,3.305500000000002,17.0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,vandoorne,VAN,mclaren,2,0.0,6.0,0.0,6.0,0.0,11,0.0,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,2,0.0,22.0,7.25,7.25,0.0,0.0,22.0,0.0,3,14.0,2.4099999999999966,0.27299999999999613,13.0,2.0,13.0,13.0,2.605000000000004,2.605000000000004,13.0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,vettel,VET,ferrari,2,2.0,50.0,0.0,50.0,2.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,,,2,2.0,65.0,1.5,1.5,1.0,1.0,65.0,2.0,1,1.0,0.0,0.0,1.0,3.0,2.0,2.0,0.3369999999999962,0.3369999999999962,2.0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,alonso,ALO,mclaren,3,0.0,22.0,0.0,22.0,0.0,6,0.0,6.333333333333333,6.333333333333333,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,3,0.0,28.0,8.166666666666666,8.166666666666666,0.0,0.0,28.0,0.0,4,13.0,2.5120000000000005,0.0,13.0,2.0,12.333333333333334,12.333333333333334,2.2746666666666706,2.2746666666666706,12.333333333333334,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,bottas,BOT,mercedes,3,0.0,40.0,0.0,40.0,0.0,3,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,3,0.0,85.0,3.5,3.5,0.0,0.0,85.0,0.0,1,3.0,0.33900000000001285,0.1600000000000108,2.0,3.0,5.333333333333333,5.333333333333333,0.5403333333333317,0.5403333333333317,5.333333333333333,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,brendon_hartley,HAR,toro_rosso,3,0.0,0.0,0.0,0.0,0.0,15,0.0,17.333333333333332,17.333333333333332,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,3,0.0,12.0,14.833333333333334,14.833333333333334,0.0,0.0,12.0,0.0,6,19.0,15.856000000000009,12.85799999999999,17.0,1.0,14.0,14.0,2.7383333333333346,2.7383333333333346,14.0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,ericsson,ERI,sauber,3,0.0,2.0,0.3333333333333333,2.0,0.0,13,0.3333333333333333,12.5,12.5,12.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,,,3,0.0,2.0,13.666666666666666,13.666666666666666,0.0,0.0,2.0,0.0,8,18.0,4.043000000000006,1.7889999999999873,14.0,1.0,18.0,18.0,3.4386666666666676,3.4386666666666676,18.0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,gasly,GAS,toro_rosso,3,0.0,12.0,0.3333333333333333,12.0,0.0,9,0.3333333333333333,11.0,11.0,11.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,,,3,0.0,12.0,14.833333333333334,14.833333333333334,0.0,0.0,12.0,0.0,6,17.0,2.998000000000019,0.0,17.0,1.0,14.333333333333334,14.333333333333334,2.8360000000000034,2.8360000000000034,14.333333333333334,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,grosjean,GRO,haas,3,0.0,0.0,0.3333333333333333,0.0,0.0,16,0.3333333333333333,15.0,15.0,15.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,,,3,0.0,11.0,11.25,11.25,0.0,0.0,11.0,0.0,7,20.0,,,15.0,1.0,11.0,11.0,2.0586666666666673,2.0586666666666673,11.0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,hamilton,HAM,mercedes,3,0.0,45.0,0.0,45.0,0.0,2,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,3,0.0,85.0,3.5,3.5,0.0,0.0,85.0,0.0,1,2.0,0.17900000000000205,0.0,2.0,3.0,3.0,3.0,0.28066666666666623,0.28066666666666623,3.0,1
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,hulkenberg,HUL,renault,3,0.0,22.0,0.0,22.0,0.0,7,0.0,6.333333333333333,6.333333333333333,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,3,0.0,25.0,8.166666666666666,8.166666666666666,0.0,0.0,25.0,0.0,5,9.0,1.568000000000012,0.0,9.0,3.0,7.666666666666667,7.666666666666667,1.6653333333333318,1.6653333333333318,7.666666666666667,0
